fullpath,length,objects
temp_clips\2001_A_SPACE_ODYSSEY\Scene-925.mp4,1.23,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-926.mp4,1.172,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-927.mp4,1.049,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-928.mp4,9.969,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-929.mp4,1.686,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-930.mp4,1.341,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-931.mp4,1.009,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-932.mp4,9.97,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-933.mp4,8.685,['orange']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-934.mp4,7.69,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-935.mp4,9.978,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-936.mp4,1.183,['umbrella']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-937.mp4,1.764,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-938.mp4,1.42,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-939.mp4,1.73,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-940.mp4,9.983,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-941.mp4,1.018,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-942.mp4,1.851,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-943.mp4,1.104,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-944.mp4,10.025,['orange']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-945.mp4,10.02,['orange']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-946.mp4,10.015,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-947.mp4,1.179,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-948.mp4,5.685,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-949.mp4,1.592,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-950.mp4,3.463,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-951.mp4,2.881,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-952.mp4,3.929,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-953.mp4,2.803,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-954.mp4,1.481,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-955.mp4,2.773,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-956.mp4,2.815,['scissors']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-957.mp4,1.557,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-958.mp4,5.005,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-959.mp4,4.672,['car']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-960.mp4,7.233,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-961.mp4,1.681,['cup']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-962.mp4,2.423,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-963.mp4,2.01,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-964.mp4,1.757,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-965.mp4,2.01,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-966.mp4,1.758,['keyboard']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-967.mp4,1.756,['keyboard']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-968.mp4,1.753,['keyboard']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-969.mp4,1.004,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-970.mp4,5.763,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-971.mp4,4.935,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-972.mp4,2.425,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-973.mp4,4.507,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-974.mp4,4.055,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-975.mp4,4.383,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-976.mp4,3.886,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-977.mp4,2.887,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-978.mp4,2.228,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-979.mp4,1.639,['toilet']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-980.mp4,2.018,"['toilet', 'scissors']"
temp_clips\2001_A_SPACE_ODYSSEY\Scene-981.mp4,2.341,['toilet']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-982.mp4,1.008,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-983.mp4,1.18,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-984.mp4,1.506,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-985.mp4,1.178,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-986.mp4,1.183,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-987.mp4,1.188,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-988.mp4,0.96,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-989.mp4,1.173,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-990.mp4,0.965,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-991.mp4,1.585,['person']
temp_clips\2001_A_SPACE_ODYSSEY\Scene-992.mp4,4.757,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-993.mp4,6.019,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-994.mp4,3.341,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-995.mp4,2.308,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-996.mp4,2.468,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-997.mp4,2.012,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-998.mp4,1.802,[]
temp_clips\2001_A_SPACE_ODYSSEY\Scene-999.mp4,1.225,[]
